UF,CODUF,CODMUNIC,NOMEDOMUNICIPIO,POPULACAO
RS,43,5439,CHUI,6438
RS,43,5447,CHUVISCA,4583
RS,43,5454,CIDREIRA,16742
RS,43,5504,CIRIACO,4142
RS,43,5587,COLINAS,2415
RS,43,5603,COLORADO,3258
RS,43,5702,CONDOR,6406
RS,43,5801,CONSTANTINA,10383
RS,43,5835,COQUEIRO BAIXO,1284
RS,43,5850,COQUEIROS DO SUL,2204
RS,43,5871,CORONEL BARROS,2819
RS,43,5900,CORONEL BICACO,6082
RS,43,5934,CORONEL PILAR,1592
RS,43,5959,COTIPORA,3850
RS,43,5975,COXILHA,3172
RS,43,6007,CRISSIUMAL,12852
RS,43,6056,CRISTAL,7352
RS,43,6072,CRISTAL DO SUL,2694
RS,43,6106,CRUZ ALTA,59057
RS,43,6130,CRUZALTENSE,1635
RS,43,6205,CRUZEIRO DO SUL,11618
RS,43,6304,DAVID CANABARRO,4324
RS,43,6320,DERRUBADAS,2749
RS,43,6353,DEZESSEIS DE NOVEMBRO,2506
RS,43,6379,DILERMANDO DE AGUIAR,2806
RS,43,6403,DOIS IRMAOS,30551
RS,43,6429,DOIS IRMAOS DAS MISSOES,2063
RS,43,6452,DOIS LAJEADOS,2965
RS,43,6502,DOM FELICIANO,13059
RS,43,6551,DOM PEDRO DE ALCANTARA,2499
RS,43,6601,DOM PEDRITO,36559
RS,43,6700,DONA FRANCISCA,3079
RS,43,6734,DOUTOR MAURICIO CARDOSO,4470
RS,43,6759,DOUTOR RICARDO,1866
RS,43,6767,ELDORADO DO SUL,39330
RS,43,6809,ENCANTADO,22391
RS,43,6908,ENCRUZILHADA DO SUL,22276
RS,43,6924,ENGENHO VELHO,1291
RS,43,6932,ENTRE-IJUIS,9157
RS,43,6957,ENTRE RIOS DO SUL,2681
RS,43,6973,EREBANGO,3037
RS,43,7005,ERECHIM,105428
RS,43,7054,ERNESTINA,3021
RS,43,7104,HERVAL,6380
RS,43,7203,ERVAL GRANDE,4908
RS,43,7302,ERVAL SECO,6748
RS,43,7401,ESMERALDA,3175
RS,43,7450,ESPERANCA DO SUL,3225
RS,43,7500,ESPUMOSO,15118
RS,43,7559,ESTACAO,5517
RS,43,7609,ESTANCIA VELHA,48682
RS,43,7708,ESTEIO,74653
RS,43,7807,ESTRELA,31909
RS,43,7815,ESTRELA VELHA,3066
RS,43,7831,EUGENIO DE CASTRO,2633
RS,43,7864,FAGUNDES VARELA,2566
RS,43,7906,FARROUPILHA,74879
RS,43,8003,FAXINAL DO SOTURNO,6686
RS,43,8052,FAXINALZINHO,2521
RS,43,8078,FAZENDA VILANOVA,4298
RS,43,8102,FELIZ,15174
RS,43,8201,FLORES DA CUNHA,33430
RS,43,8250,FLORIANO PEIXOTO,2038
RS,43,8300,FONTOURA XAVIER,9573
RS,43,8409,FORMIGUEIRO,6439
RS,43,8433,FORQUETINHA,2521
RS,43,8458,FORTALEZA DOS VALOS,4455
RS,43,8508,FREDERICO WESTPHALEN,32284
RS,43,8607,GARIBALDI,35219
RS,43,8656,GARRUCHOS,2615
RS,43,8706,GAURAMA,5676
RS,43,8805,GENERAL CAMARA,7346
RS,43,8854,GENTIL,1745
RS,43,8904,GETULIO VARGAS,18111
RS,43,9001,GIRUA,15971
RS,43,9050,GLORINHA,7653
RS,43,9100,GRAMADO,44643
RS,43,9126,GRAMADO DOS LOUREIROS,2003
RS,43,9159,GRAMADO XAVIER,3304
RS,43,9209,GRAVATAI,279205
RS,43,9258,GUABIJU,1396
RS,43,9308,GUAIBA,91304
RS,43,9407,GUAPORE,24958
RS,43,9506,GUARANI DAS MISSOES,7554
RS,43,9555,HARMONIA,5660
RS,43,9571,HERVEIRAS,2559
RS,43,9605,HORIZONTINA,18852
RS,43,9654,HULHA NEGRA,5851
RS,43,9704,HUMAITA,4690
RS,43,9753,IBARAMA,3722
RS,43,9803,IBIACA,4560
RS,43,9902,IBIRAIARAS,6764
RS,43,9951,IBIRAPUITA,4159
RS,43,10009,IBIRUBA,21733
RS,43,10108,IGREJINHA,33173
RS,43,10207,IJUI,85135
RS,43,10306,ILOPOLIS,4094
RS,43,10330,IMBE,27053
RS,43,10363,IMIGRANTE,3082
RS,43,10405,INDEPENDENCIA,6519
RS,43,10413,INHACORA,2011
RS,43,10439,IPE,6554
RS,43,10462,IPIRANGA DO SUL,1714
RS,43,10504,IRAI,7489
RS,43,10538,ITAARA,5747
RS,43,10553,ITACURUBI,2995
RS,43,10579,ITAPUCA,1937
RS,43,10603,ITAQUI,35408
RS,43,10652,ITATI,2941
RS,43,10702,ITATIBA DO SUL,3206
RS,43,10751,IVORA,2012
RS,43,10801,IVOTI,22911
RS,43,10850,JABOTICABA,3754
RS,43,10876,JACUIZINHO,2028
RS,43,10900,JACUTINGA,3198
RS,43,11007,JAGUARAO,26583
RS,43,11106,JAGUARI,10527
RS,43,11122,JAQUIRANA,3692
RS,43,11130,JARI,3349
RS,43,11155,JOIA,7123
RS,43,11205,JULIO DE CASTILHOS,18121
RS,43,11239,LAGOA BONITA DO SUL,2253
RS,43,11254,LAGOAO,5343
RS,43,11270,LAGOA DOS TRES CANTOS,1726
RS,43,11304,LAGOA VERMELHA,27598
RS,43,11403,LAJEADO,97432
RS,43,11429,LAJEADO DO BUGRE,2569
RS,43,11502,LAVRAS DO SUL,7458
RS,43,11601,LIBERATO SALZANO,4664
RS,43,11627,LINDOLFO COLLOR,6156
RS,43,11643,LINHA NOVA,1763
RS,43,11700,MACHADINHO,5729
RS,43,11718,MACAMBARA,4427
RS,43,11734,MAMPITUBA,2954
RS,43,11759,MANOEL VIANA,6732
RS,43,11775,MAQUINE,8222
RS,43,11791,MARATA,2515
RS,43,11809,MARAU,46643
RS,43,11908,MARCELINO RAMOS,4314
RS,43,11981,MARIANA PIMENTEL,3889
RS,43,12005,MARIANO MORO,1856
RS,43,12054,MARQUES DE SOUZA,3928
RS,43,12104,MATA,4697
RS,43,12138,MATO CASTELHANO,2552
RS,43,12153,MATO LEITAO,4848
RS,43,12179,MATO QUEIMADO,1793
RS,43,12203,MAXIMILIANO DE ALMEIDA,4763
RS,43,12252,MINAS DO LEAO,7470
RS,43,12302,MIRAGUAI,4388
RS,43,12351,MONTAURI,1495
RS,43,12377,MONTE ALEGRE DOS CAMPOS,3610
RS,43,12385,MONTE BELO DO SUL,2584
RS,43,12401,MONTENEGRO,66878
RS,43,12427,MORMACO,2748
RS,43,12443,MORRINHOS DO SUL,3091
RS,43,12450,MORRO REDONDO,5568
RS,43,12476,MORRO REUTER,6124
RS,43,12500,MOSTARDAS,13035
RS,43,12609,MUCUM,4492
RS,43,12617,MUITOS CAPOES,2811
RS,43,12625,MULITERNO,1718
RS,43,12658,NAO-ME-TOQUE,17821
RS,43,12674,NICOLAU VERGUEIRO,1935
RS,43,12708,NONOAI,13466
RS,43,12757,NOVA ALVORADA,3169
RS,43,12807,NOVA ARACA,4968
RS,43,12906,NOVA BASSANO,9582
RS,43,12955,NOVA BOA VISTA,2040
RS,43,13003,NOVA BRESCIA,3037
RS,43,13011,NOVA CANDELARIA,3056
RS,43,13037,NOVA ESPERANCA DO SUL,4858
RS,43,13060,NOVA HARTZ,19799
RS,43,13086,NOVA PADUA,2334
RS,43,13102,NOVA PALMA,5328
RS,43,13201,NOVA PETROPOLIS,28579
RS,43,13300,NOVA PRATA,25656
RS,43,13334,NOVA RAMADA,2157
RS,43,13359,NOVA ROMA DO SUL,3468
RS,43,13375,NOVA SANTA RITA,28290
RS,43,13391,NOVO CABRAIS,3550
RS,43,13409,NOVO HAMBURGO,241306
RS,43,13425,NOVO MACHADO,3198
RS,43,13441,NOVO TIRADENTES,2115
RS,43,13466,NOVO XINGU,1646
RS,43,13490,NOVO BARREIRO,4233
RS,43,13508,OSORIO,50395
RS,43,13607,PAIM FILHO,3979
RS,43,13656,PALMARES DO SUL,12969
RS,43,13706,PALMEIRA DAS MISSOES,32873
RS,43,13805,PALMITINHO,7830
RS,43,13904,PANAMBI,43320
RS,43,13953,PANTANO GRANDE,10255
RS,43,14001,PARAI,7205
RS,43,14027,PARAISO DO SUL,6472
RS,43,14035,PARECI NOVO,4072
RS,43,14050,PAROBE,54095
RS,43,14068,PASSA SETE,3943
RS,43,14076,PASSO DO SOBRADO,6006
RS,43,14100,PASSO FUNDO,217240
RS,43,14134,PAULO BENTO,2144
RS,43,14159,PAVERAMA,7933
RS,43,14175,PEDRAS ALTAS,2213
RS,43,14209,PEDRO OSORIO,7652
RS,43,14308,PEJUCARA,3733
RS,43,14407,PELOTAS,324026
RS,43,14423,PICADA CAFE,5732
RS,43,14456,PINHAL,2895
RS,43,14464,PINHAL DA SERRA,2243
RS,43,14472,PINHAL GRANDE,4049
RS,43,14498,PINHEIRINHO DO VALE,4539
RS,43,14506,PINHEIRO MACHADO,11380
RS,43,14548,PINTO BANDEIRA,2712
RS,43,14555,PIRAPO,2250
RS,43,14605,PIRATINI,17434
RS,43,14704,PLANALTO,10240
RS,43,14753,POCO DAS ANTAS,2152
RS,43,14779,PONTAO,3278
RS,43,14787,PONTE PRETA,1572
RS,43,14803,PORTAO,36410
RS,43,14902,PORTO ALEGRE,1404269
RS,43,15008,PORTO LUCENA,4364
RS,43,15057,PORTO MAUA,2143
RS,43,15073,PORTO VERA CRUZ,1560
RS,43,15107,PORTO XAVIER,9821
RS,43,15131,POUSO NOVO,1752
RS,43,15149,PRESIDENTE LUCENA,3077
RS,43,15156,PROGRESSO,5325
RS,43,15172,PROTASIO ALVES,2025
RS,43,15206,PUTINGA,3710
RS,43,15305,QUARAI,23475
RS,43,15313,QUATRO IRMAOS,1552
RS,43,15321,QUEVEDOS,2502
RS,43,15354,QUINZE DE NOVEMBRO,3910
RS,43,15404,REDENTORA,9244
RS,43,15453,RELVADO,1895
RS,43,15503,RESTINGA SECA,15129
RS,43,15552,RIO DOS INDIOS,3374
RS,43,15602,RIO GRANDE,191719
RS,43,15701,RIO PARDO,34447
RS,43,15750,RIOZINHO,4453
RS,43,15800,ROCA SALES,10397
RS,43,15909,RODEIO BONITO,6644
RS,43,15958,ROLADOR,2277
RS,43,16006,ROLANTE,21288
RS,43,16105,RONDA ALTA,9750
RS,43,16204,RONDINHA,4989
RS,43,16303,ROQUE GONZALES,6579
RS,43,16402,ROSARIO DO SUL,36343
RS,43,16428,SAGRADA FAMILIA,2466
RS,43,16436,SALDANHA MARINHO,2581
RS,43,16451,SALTO DO JACUI,10200
RS,43,16477,SALVADOR DAS MISSOES,2878
RS,43,16501,SALVADOR DO SUL,7411
RS,43,16600,SANANDUVA,17130
RS,43,16709,SANTA BARBARA DO SUL,8083
RS,43,16733,SANTA CECILIA DO SUL,1676
RS,43,16758,SANTA CLARA DO SUL,6845
RS,43,16808,SANTA CRUZ DO SUL,133136
RS,43,16907,SANTA MARIA,296081
RS,43,16956,SANTA MARIA DO HERVAL,6541
RS,43,16972,SANTA MARGARIDA DO SUL,2593
RS,43,17004,SANTANA DA BOA VISTA,7120
RS,43,17103,SANT'ANA DO LIVRAMENTO,83764
RS,43,17202,SANTA ROSA,77519
RS,43,17251,SANTA TEREZA,1668
RS,43,17301,SANTA VITORIA DO PALMAR,30953
RS,43,17400,SANTIAGO,48959
RS,43,17509,SANTO ANGELO,76768
RS,43,17558,SANTO ANTONIO DO PALMA,2091
RS,43,17608,SANTO ANTONIO DA PATRULHA,42904
RS,43,17707,SANTO ANTONIO DAS MISSOES,10292
RS,43,17756,SANTO ANTONIO DO PLANALTO,2097
RS,43,17806,SANTO AUGUSTO,13641
RS,43,17905,SANTO CRISTO,15325
RS,43,17954,SANTO EXPEDITO DO SUL,2348
RS,43,18002,SAO BORJA,58757
RS,43,18051,SAO DOMINGOS DO SUL,2755
RS,43,18101,SAO FRANCISCO DE ASSIS,17634
RS,43,18200,SAO FRANCISCO DE PAULA,23682
RS,43,18309,SAO GABRIEL,58263
RS,43,18408,SAO JERONIMO,20909
RS,43,18424,SAO JOAO DA URTIGA,4433
RS,43,18432,SAO JOAO DO POLESINE,2549
RS,43,18440,SAO JORGE,2912
RS,43,18457,SAO JOSE DAS MISSOES,2345
RS,43,18465,SAO JOSE DO HERVAL,1883
RS,43,18481,SAO JOSE DO HORTENCIO,4667
RS,43,18499,SAO JOSE DO INHACORA,2596
RS,43,18507,SAO JOSE DO NORTE,25491
RS,43,18606,SAO JOSE DO OURO,6847
RS,43,18614,SAO JOSE DO SUL,2676
RS,43,18622,SAO JOSE DOS AUSENTES,3128
RS,43,18705,SAO LEOPOLDO,216964
RS,43,18804,SAO LOURENCO DO SUL,41756
RS,43,18903,SAO LUIZ GONZAGA,34690
RS,43,19000,SAO MARCOS,21027
RS,43,19109,SAO MARTINHO,5479
RS,43,19125,SAO MARTINHO DA SERRA,2919
RS,43,19158,SAO MIGUEL DAS MISSOES,6986
RS,43,19208,SAO NICOLAU,5114
RS,43,19307,SAO PAULO DAS MISSOES,5837
RS,43,19356,SAO PEDRO DA SERRA,3818
RS,43,19364,SAO PEDRO DAS MISSOES,1753
RS,43,19372,SAO PEDRO DO BUTIA,3069
RS,43,19406,SAO PEDRO DO SUL,15535
RS,43,19505,SAO SEBASTIAO DO CAI,26300
RS,43,19604,SAO SEPE,21189
RS,43,19703,SAO VALENTIM,3262
RS,43,19711,SAO VALENTIM DO SUL,2029
RS,43,19737,SAO VALERIO DO SUL,2547
RS,43,19752,SAO VENDELINO,2259
RS,43,19802,SAO VICENTE DO SUL,8154
RS,43,19901,SAPIRANGA,75613
RS,43,20008,SAPUCAIA DO SUL,130554
RS,43,20107,SARANDI,22693
RS,43,20206,SEBERI,11932
RS,43,20230,SEDE NOVA,2712
RS,43,20263,SEGREDO,6046
RS,43,20305,SELBACH,5108
RS,43,20321,SENADOR SALGADO FILHO,2671
RS,43,20354,SENTINELA DO SUL,5221
RS,43,20404,SERAFINA CORREA,16839
RS,43,20453,SERIO,1941
RS,43,20503,SERTAO,6512
RS,43,20552,SERTAO SANTANA,6062
RS,43,20578,SETE DE SETEMBRO,1824
RS,43,20602,SEVERIANO DE ALMEIDA,3827
RS,43,20651,SILVEIRA MARTINS,2070
RS,43,20677,SINIMBU,8578
RS,43,20701,SOBRADINHO,14209
RS,43,20800,SOLEDADE,30060
RS,43,20859,TABAI,4552
RS,43,20909,TAPEJARA,24539
RS,43,21006,TAPERA,10570
RS,43,21105,TAPES,14547
RS,43,21204,TAQUARA,53164
RS,43,21303,TAQUARI,25004
RS,43,21329,TAQUARUCU DO SUL,3087
RS,43,21352,TAVARES,5554
RS,43,21402,TENENTE PORTELA,14494
RS,43,21436,TERRA DE AREIA,11122
RS,43,21451,TEUTONIA,32776
RS,43,21469,TIO HUGO,3422
RS,43,21477,TIRADENTES DO SUL,5132
RS,43,21493,TOROPI,2546
RS,43,21501,TORRES,41709
RS,43,21600,TRAMANDAI,51872
RS,43,21626,TRAVESSEIRO,2123
RS,43,21634,TRES ARROIOS,2589
RS,43,21667,TRES CACHOEIRAS,11551
RS,43,21709,TRES COROAS,25344
RS,43,21808,TRES DE MAIO,25006
RS,43,21832,TRES FORQUILHAS,3139
RS,43,21857,TRES PALMEIRAS,4707
RS,43,21907,TRES PASSOS,25467
RS,43,21956,TRINDADE DO SUL,7065
RS,43,22004,TRIUNFO,32859
RS,43,22103,TUCUNDUVA,5512
RS,43,22152,TUNAS,3685
RS,43,22186,TUPANCI DO SUL,1371
RS,43,22202,TUPANCIRETA,19997
RS,43,22251,TUPANDI,4981
RS,43,22301,TUPARENDI,8342
RS,43,22327,TURUCU,3410
RS,43,22343,UBIRETAMA,1994
RS,43,22350,UNIAO DA SERRA,1171
RS,43,22376,UNISTALDA,2180
RS,43,22400,URUGUAIANA,115100
RS,43,22509,VACARIA,64033
RS,43,22525,VALE VERDE,3137
RS,43,22533,VALE DO SOL,9907
RS,43,22541,VALE REAL,6152
RS,43,22558,VANINI,2004
RS,43,22608,VENANCIO AIRES,68420
RS,43,22707,VERA CRUZ,26702
RS,43,22806,VERANOPOLIS,23878
RS,43,22855,VESPASIANO CORREA,1821
RS,43,22905,VIADUTOS,4767
RS,43,23002,VIAMAO,223679
RS,43,23101,VICENTE DUTRA,4660
RS,43,23200,VICTOR GRAEFF,2685
RS,43,23309,VILA FLORES,3608
RS,43,23358,VILA LANGARO,2118
RS,43,23408,VILA MARIA,4425
RS,43,23457,VILA NOVA DO SUL,3629
RS,43,23507,VISTA ALEGRE,2655
RS,43,23606,VISTA ALEGRE DO PRATA,1608
RS,43,23705,VISTA GAUCHA,2785
RS,43,23754,VITORIA DAS MISSOES,3266
RS,43,23770,WESTFALIA,3096
RS,43,23804,XANGRI-LA,16178
MS,50,203,AGUA CLARA,17072
MS,50,252,ALCINOPOLIS,4670
MS,50,609,AMAMBAI,38251
MS,50,708,ANASTACIO,23338
MS,50,807,ANAURILANDIA,7805
MS,50,856,ANGELICA,10663
MS,50,906,ANTONIO JOAO,8796
MS,50,1003,APARECIDA DO TABOADO,27862
MS,50,1102,AQUIDAUANA,44437
MS,50,1243,ARAL MOREIRA,10670
MS,50,1508,BANDEIRANTES,7925
MS,50,1904,BATAGUASSU,23837
MS,50,2001,BATAYPORA,11231
MS,50,2100,BELA VISTA,23594
MS,50,2159,BODOQUENA,8944
MS,50,2209,BONITO,25185
MS,50,2308,BRASILANDIA,11634
MS,50,2407,CAARAPO,33471
MS,50,2605,CAMAPUA,12428
MS,50,2704,CAMPO GRANDE,942140
MS,50,2803,CARACOL,5281
MS,50,2902,CASSILANDIA,20951
MS,50,2951,CHAPADAO DO SUL,30497
MS,50,3108,CORGUINHO,6025
MS,50,3157,CORONEL SAPUCAIA,13228
MS,50,3207,CORUMBA,94874
MS,50,3256,COSTA RICA,26187
MS,50,3306,COXIM,32302
MS,50,3454,DEODAPOLIS,13454
MS,50,3488,DOIS IRMAOS DO BURITI,11134
MS,50,3504,DOURADINA,5800
MS,50,3702,DOURADOS,261019
MS,50,3751,ELDORADO,12107
MS,50,3801,FATIMA DO SUL,20381
MS,50,3900,FIGUEIRAO,3520
MS,50,4007,GLORIA DE DOURADOS,9998
MS,50,4106,GUIA LOPES DA LAGUNA,9912
MS,50,4304,IGUATEMI,13808
MS,50,4403,INOCENCIA,8424
MS,50,4502,ITAPORA,23818
MS,50,4601,ITAQUIRAI,19453
MS,50,4700,IVINHEMA,29890
MS,50,4809,JAPORA,7966
MS,50,4908,JARAGUARI,8819
MS,50,5004,JARDIM,26214
MS,50,5103,JATEI,3315
MS,50,5152,JUTI,6988
MS,50,5202,LADARIO,20995
MS,50,5251,LAGUNA CARAPA,7090
MS,50,5400,MARACAJU,43247
MS,50,5608,MIRANDA,24553
MS,50,5681,MUNDO NOVO,18738
MS,50,5707,NAVIRAI,50868
MS,50,5806,NIOAQUE,15255
MS,50,6002,NOVA ALVORADA DO SUL,21476
MS,50,6200,NOVA ANDRADINA,52221
MS,50,6259,NOVO HORIZONTE DO SUL,5278
MS,50,6275,PARAISO DAS AGUAS,5360
MS,50,6309,PARANAIBA,40713
MS,50,6358,PARANHOS,12926
MS,50,6408,PEDRO GOMES,6842
MS,50,6606,PONTA PORA,90756
MS,50,6903,PORTO MURTINHO,12625
MS,50,7109,RIBAS DO RIO PARDO,23085
MS,50,7208,RIO BRILHANTE,38362
MS,50,7307,RIO NEGRO,4691
MS,50,7406,RIO VERDE DE MATO GROSSO,19810
MS,50,7505,ROCHEDO,5340
MS,50,7554,SANTA RITA DO PARDO,7293
MS,50,7695,SAO GABRIEL DO OESTE,31846
MS,50,7703,SETE QUEDAS,10994
MS,50,7802,SELVIRIA,8000
MS,50,7901,SIDROLANDIA,51075
MS,50,7935,SONORA,14345
MS,50,7950,TACURU,10749
MS,50,7976,TAQUARUSSU,3634
MS,50,8008,TERENOS,17342
MS,50,8305,TRES LAGOAS,132651
MS,50,8404,VICENTINA,6264
MT,51,102,ACORIZAL,5509
MT,51,201,AGUA BOA,30795
MT,51,250,ALTA FLORESTA,56461
MT,51,300,ALTO ARAGUAIA,15358
MT,51,359,ALTO BOA VISTA,6551
MT,51,409,ALTO GARCAS,11786
MT,51,508,ALTO PARAGUAI,11178
MT,51,607,ALTO TAQUARI,10729
MT,51,805,APIACAS,9367
MT,51,1001,ARAGUAIANA,3689
MT,51,1209,ARAGUAINHA,998
MT,51,1258,ARAPUTANGA,13538
MT,51,1308,ARENAPOLIS,10484
MT,51,1407,ARIPUANA,24499
MT,51,1605,BARAO DE MELGACO,7247
MT,51,1704,BARRA DO BUGRES,27586
MT,51,1803,BARRA DO GARCAS,68975
MT,51,1852,BOM JESUS DO ARAGUAIA,7671
MT,51,1902,BRASNORTE,18407
MT,51,2504,CACERES,92639
MT,51,2603,CAMPINAPOLIS,15203
MT,51,2637,CAMPO NOVO DO PARECIS,43785
MT,51,2678,CAMPO VERDE,46741
MT,51,2686,CAMPOS DE JULIO,9039
MT,51,2694,CANABRAVA DO NORTE,4463
MT,51,2702,CANARANA,25907
MT,51,2793,CARLINDA,10138
MT,51,2850,CASTANHEIRA,8863
MT,51,3007,CHAPADA DOS GUIMARAES,19728
MT,51,3056,CLAUDIA,12118
MT,51,3106,COCALINHO,6331
MT,51,3205,COLIDER,30768
MT,51,3254,COLNIZA,28840
MT,51,3304,COMODORO,20283
MT,51,3353,CONFRESA,35514
MT,51,3361,CONQUISTA D'OESTE,3687
MT,51,3379,COTRIGUACU,10735
MT,51,3403,CUIABA,694244
MT,51,3437,CURVELANDIA,4880
MT,51,3452,DENISE,7003
MT,51,3502,DIAMANTINO,22284
MT,51,3601,DOM AQUINO,8515
MT,51,3700,FELIZ NATAL,10551
MT,51,3809,FIGUEIROPOLIS D'OESTE,3159
MT,51,3858,GAUCHA DO NORTE,7886
MT,51,3908,GENERAL CARNEIRO,5200
MT,51,3957,GLORIA D'OESTE,3247
MT,51,4104,GUARANTA DO NORTE,36190
MT,51,4203,GUIRATINGA,12122
MT,51,4500,INDIAVAI,1918
MT,51,4526,IPIRANGA DO NORTE,7772
MT,51,4542,ITANHANGA,6723
MT,51,4559,ITAUBA,5273
MT,51,4609,ITIQUIRA,11856
MT,51,4807,JACIARA,26713
MT,51,4906,JANGADA,7237
MT,51,5002,JAURU,8323
MT,51,5101,JUARA,37369
MT,51,5150,JUINA,49530
MT,51,5176,JURUENA,9635
MT,51,5200,JUSCIMEIRA,10526
MT,51,5234,LAMBARI D'OESTE,5860
MT,51,5259,LUCAS DO RIO VERDE,83770
MT,51,5309,LUCIARA,2163
MT,51,5507,VILA BELA DA SANTISSIMA TRINDADE,17435
MT,51,5580,MARCELANDIA,13412
MT,51,5606,MATUPA,21238
MT,51,5622,MIRASSOL D'OESTE,28023
MT,51,5903,NOBRES,17118
MT,51,6000,NORTELANDIA,5817
MT,51,6109,NOSSA SENHORA DO LIVRAMENTO,12455
MT,51,6158,NOVA BANDEIRANTES,12365
MT,51,6174,NOVA NAZARE,4188
MT,51,6182,NOVA LACERDA,6432
MT,51,6190,NOVA SANTA HELENA,4281
MT,51,6208,NOVA BRASILANDIA,3691
MT,51,6216,NOVA CANAA DO NORTE,13791
MT,51,6224,NOVA MUTUM,58832
MT,51,6232,NOVA OLIMPIA,16147
MT,51,6240,NOVA UBIRATA,12936
MT,51,6257,NOVA XAVANTINA,26467
MT,51,6265,NOVO MUNDO,7383
MT,51,6273,NOVO HORIZONTE DO NORTE,4391
MT,51,6281,NOVO SAO JOAQUIM,7155
MT,51,6299,PARANAITA,13211
MT,51,6307,PARANATINGA,26908
MT,51,6315,NOVO SANTO ANTONIO,2106
MT,51,6372,PEDRA PRETA,19559
MT,51,6422,PEIXOTO DE AZEVEDO,34493
MT,51,6455,PLANALTO DA SERRA,3164
MT,51,6505,POCONE,30278
MT,51,6653,PONTAL DO ARAGUAIA,7554
MT,51,6703,PONTE BRANCA,1887
MT,51,6752,PONTES E LACERDA,55050
MT,51,6778,PORTO ALEGRE DO NORTE,10752
MT,51,6802,PORTO DOS GAUCHOS,6325
MT,51,6828,PORTO ESPERIDIAO,10781
MT,51,6851,PORTO ESTRELA,3208
MT,51,7008,POXOREU,20970
MT,51,7040,PRIMAVERA DO LESTE,93263
MT,51,7065,QUERENCIA,29280
MT,51,7107,SAO JOSE DOS QUATRO MARCOS,16979
MT,51,7156,RESERVA DO CABACAL,2046
MT,51,7180,RIBEIRAO CASCALHEIRA,9959
MT,51,7198,RIBEIRAOZINHO,2484
MT,51,7206,RIO BRANCO,4721
MT,51,7248,SANTA CARMEM,5427
MT,51,7263,SANTO AFONSO,2731
MT,51,7297,SAO JOSE DO POVO,2781
MT,51,7305,SAO JOSE DO RIO CLARO,14950
MT,51,7354,SAO JOSE DO XINGU,7039
MT,51,7404,SAO PEDRO DA CIPA,4122
MT,51,7578,RONDOLANDIA,3423
MT,51,7602,RONDONOPOLIS,253388
MT,51,7701,ROSARIO OESTE,16127
MT,51,7743,SANTA CRUZ DO XINGU,2340
MT,51,7750,SALTO DO CEU,4401
MT,51,7768,SANTA RITA DO TRIVELATO,3371
MT,51,7776,SANTA TEREZINHA,7591
MT,51,7792,SANTO ANTONIO DO LESTE,4340
MT,51,7800,SANTO ANTONIO DO LEVERGER,13739
MT,51,7859,SAO FELIX DO ARAGUAIA,11384
MT,51,7875,SAPEZAL,29240
MT,51,7883,SERRA NOVA DOURADA,1792
MT,51,7909,SINOP,199698
MT,51,7925,SORRISO,117605
MT,51,7941,TABAPORA,11280
MT,51,7958,TANGARA DA SERRA,100784
MT,51,8006,TAPURAH,15030
MT,51,8055,TERRA NOVA DO NORTE,10760
MT,51,8105,TESOURO,3119
MT,51,8204,TORIXOREU,3926
MT,51,8303,UNIAO DO SUL,3947
MT,51,8352,VALE DE SAO DOMINGOS,2754
MT,51,8402,VARZEA GRANDE,315711
MT,51,8501,VERA,13876
MT,51,8600,VILA RICA,20077
MT,51,8808,NOVA GUARITA,5027
MT,51,8857,NOVA MARILANDIA,3624
MT,51,8907,NOVA MARINGA,5810
MT,51,8956,NOVA MONTE VERDE,8931
GO,52,50,ABADIA DE GOIAS,19141
GO,52,100,ABADIANIA,15498
GO,52,134,ACREUNA,20506
GO,52,159,ADELANDIA,2393
GO,52,175,AGUA FRIA DE GOIAS,5546
GO,52,209,AGUA LIMPA,1853
GO,52,258,AGUAS LINDAS DE GOIAS,208892
GO,52,308,ALEXANIA,28690
GO,52,506,ALOANDIA,1891
GO,52,555,ALTO HORIZONTE,6061
GO,52,605,ALTO PARAISO DE GOIAS,10414
GO,52,803,ALVORADA DO NORTE,8412
GO,52,829,AMARALINA,3796
GO,52,852,AMERICANO DO BRASIL,4937
GO,52,902,AMORINOPOLIS,2982
GO,52,1108,ANAPOLIS,393417
GO,52,1207,ANHANGUERA,927
GO,52,1306,ANICUNS,19762
GO,52,1405,APARECIDA DE GOIANIA,500760
GO,52,1454,APARECIDA DO RIO DOCE,2918
GO,52,1504,APORE,4067
GO,52,1603,ARACU,3859
GO,52,1702,ARAGARCAS,18096
GO,52,1801,ARAGOIANIA,11614
GO,52,2155,ARAGUAPAZ,6986
GO,52,2353,ARENOPOLIS,2964
GO,52,2502,ARUANA,8139
GO,52,2601,AURILANDIA,3390
GO,52,2809,AVELINOPOLIS,2470
GO,52,3104,BALIZA,3342
GO,52,3203,BARRO ALTO,11252
GO,52,3302,BELA VISTA DE GOIAS,33912
GO,52,3401,BOM JARDIM DE GOIAS,7676
GO,52,3500,BOM JESUS DE GOIAS,22320
GO,52,3559,BONFINOPOLIS,10300
GO,52,3575,BONOPOLIS,3171
GO,52,3609,BRAZABRANTES,3981
GO,52,3807,BRITANIA,6008
GO,52,3906,BURITI ALEGRE,10892
GO,52,3939,BURITI DE GOIAS,2720
GO,52,3962,BURITINOPOLIS,3110
GO,52,4003,CABECEIRAS,7342
